id,name,latitude,longitude,province,municipality,highway,road,postcode,truck_spots,total_spots,area_m2,is_truck_parking,is_rest_area,is_service_area,has_fuel,has_restaurant,has_toilets,has_wifi,has_charging,operator,opening_hours,hgv,confidence_score,osm_id,data_source
osm_node_3620826640,Unnamed,52.4438879,6.2401049,Overijssel,Raalte,,Rondweg Heino,8141 GV,,,,False,True,False,False,False,False,False,False,,,,0.55,3620826640,OpenStreetMap
osm_node_3620826641,Unnamed,52.4442158,6.2394992,Overijssel,Raalte,,Rondweg Heino,8141 GV,,,,False,True,False,False,False,False,False,False,,,,0.55,3620826641,OpenStreetMap
osm_node_3620826646,Unnamed,52.4615326,6.2088457,Overijssel,Raalte,,Zwolseweg,8055 PC,,,,False,True,False,False,False,False,False,False,,,,0.55,3620826646,OpenStreetMap
osm_node_3620835306,Unnamed,52.486472,6.1750683,Overijssel,Zwolle,,Heinoseweg,8026 PB,,,,False,True,False,False,False,False,False,False,,,,0.55,3620835306,OpenStreetMap
osm_node_3635640057,Unnamed,52.1242294,6.537199,Gelderland,Berkelland,Nettelhorsterweg,Nettelhorsterweg,7271 LE,,,,False,True,False,False,False,False,False,False,,,,0.5,3635640057,OpenStreetMap
osm_node_3653317280,Unnamed,52.6659792,6.0981115,Overijssel,Steenwijkerland,,Blauwehandseweg,8064 PG,,,,False,True,False,False,False,False,False,False,,,,0.55,3653317280,OpenStreetMap
osm_node_3653317281,Unnamed,52.6682991,6.0963283,Overijssel,Steenwijkerland,,Blauwehandseweg,8064 PG,,,,False,True,False,False,False,False,False,False,,,,0.5,3653317281,OpenStreetMap
osm_node_3653317282,Unnamed,52.67009,6.0952374,Overijssel,Steenwijkerland,,Blauwehandseweg,8064 PG,,,,False,True,False,False,False,False,False,False,,,,0.5,3653317282,OpenStreetMap
osm_node_3653317287,Unnamed,52.6812916,6.087097,Overijssel,Steenwijkerland,,Blauwehandseweg,7946 LW,,,,False,True,False,False,False,False,False,False,,,,0.5,3653317287,OpenStreetMap
osm_node_3681386366,Unnamed,52.9778367,5.7508431,Fryslân,De Fryske Marren,,Tramwei,8512 AT,,,,False,True,False,False,False,False,False,False,,,,0.5,3681386366,OpenStreetMap
osm_node_3681386376,Unnamed,52.9827067,5.7402529,Fryslân,De Fryske Marren,Aldewei,Aldewei,8526 GJ,,,,False,True,False,False,False,False,False,False,,,,0.5,3681386376,OpenStreetMap
osm_node_3681386377,Unnamed,52.98398,5.7366254,Fryslân,De Fryske Marren,Aldewei,Aldewei,8526 GJ,,,,False,True,False,False,False,False,False,False,,,,0.5,3681386377,OpenStreetMap
osm_node_3681386381,Unnamed,52.9868514,5.7294745,Fryslân,De Fryske Marren,Aldewei,Aldewei,8526 DR,,,,False,True,False,False,False,False,False,False,,,,0.5,3681386381,OpenStreetMap
osm_node_3689073569,Unnamed,50.9941589,5.2409677,Limburg,Heusden-Zolder,,Industrieweg,3550,,,,True,False,False,False,False,False,False,False,,,designated,0.55,3689073569,OpenStreetMap
osm_node_3701836681,Unnamed,52.5557897,6.6174036,Overijssel,Hardenberg,,Hardenbergerweg,7696 BJ,,,,False,True,False,False,False,False,False,False,,,,0.5,3701836681,OpenStreetMap
osm_node_3750969973,Unnamed,52.2915857,6.7715684,Overijssel,Hengelo,,Europalaan,7559 SZ,,,,False,True,False,False,False,False,False,False,,,,0.5,3750969973,OpenStreetMap
osm_node_4031163414,Schenkeldijk Beneden,51.7815132,4.688311,Zuid-Holland,Dordrecht,,Schenkeldijk Beneden,3328 LA,,27,,True,False,False,False,False,False,False,False,,24/7,yes,0.8,4031163414,OpenStreetMap
osm_node_4271839361,Unnamed,51.694151,5.441448,Noord-Brabant,Sint-Michielsgestel,,Kaathoven,5382 JG,,,,False,True,False,False,False,False,False,False,,,,0.5,4271839361,OpenStreetMap
osm_node_4296442994,Unnamed,52.0823031,5.092181,Utrecht,Utrecht,,Rachmaninoffplantsoen,3533 JZ,,,,False,True,False,False,False,False,False,False,,,,0.5,4296442994,OpenStreetMap
osm_node_4315450497,Unnamed,52.2036436,4.3919452,Zuid-Holland,Katwijk,,Strandafrit 19,2225 HB,,,,False,True,False,False,False,False,False,False,,,,0.5,4315450497,OpenStreetMap
osm_node_4333611212,Unnamed,51.7853477,6.1346907,Nordrhein-Westfalen,Bedburg-Hau,,Hagsche Poort,47533,,,,False,True,False,False,False,False,False,False,,,,0.5,4333611212,OpenStreetMap
osm_node_4333903489,Unnamed,51.7848854,4.4761339,Zuid-Holland,Hoeksche Waard,,Vlasakkers,3273 XG,,,,False,True,False,False,False,False,False,False,,,,0.5,4333903489,OpenStreetMap
osm_node_4358032489,Unnamed,52.3588534,4.9102859,Noord-Holland,Amsterdam,,Tweede Boerhaavestraat,1091 AN,,,,False,True,False,False,False,False,False,False,,,,0.55,4358032489,OpenStreetMap
osm_node_4366763392,Unnamed,51.4849787,4.2782313,Noord-Brabant,Bergen op Zoom,De Boulevard Noord,De Boulevard Noord,4617 HD,,,,False,True,False,False,False,False,False,False,,,,0.5,4366763392,OpenStreetMap
osm_node_4368513789,Unnamed,51.4340483,4.2315678,Zeeland,Reimerswaal,,Westelijke Schelderijnweg,4411 TC,,,,False,True,False,False,False,False,False,False,,,,0.5,4368513789,OpenStreetMap
osm_node_4388711592,Unnamed,52.2933238,4.9764759,Noord-Holland,Amsterdam,,Schonerwoerdstraat,1107 GA,,,,False,True,False,False,False,False,False,False,,,,0.5,4388711592,OpenStreetMap
osm_node_4460262411,Unnamed,51.8234779,4.4101288,Zuid-Holland,Hoeksche Waard,Abraham van der Hulststraat,Abraham van der Hulststraat,3262 JX,,,,False,True,False,False,False,False,False,False,,,,0.5,4460262411,OpenStreetMap
osm_node_4475706289,Unnamed,52.3564899,4.6205655,Noord-Holland,Heemstede,,Blekersvaartweg,2101 BS,,,,False,True,False,False,False,False,False,False,,,,0.5,4475706289,OpenStreetMap
osm_node_4475706290,Unnamed,52.3565333,4.6205289,Noord-Holland,Heemstede,,Blekersvaartweg,2101 BS,,,,False,True,False,False,False,False,False,False,,,,0.5,4475706290,OpenStreetMap
osm_node_4523285791,Unnamed,52.2673927,4.7312996,Noord-Holland,Haarlemmermeer,Aarbergerweg,Aarbergerweg,1435 CB,,,,False,True,False,False,False,False,False,False,,,,0.5,4523285791,OpenStreetMap
osm_node_4526367504,KLTV,52.5073175,4.7656462,Noord-Holland,Zaanstad,,Rosariumlaan,1561 TV,,1,,True,False,False,False,False,False,False,False,KLTV,,yes,0.8500000000000001,4526367504,OpenStreetMap
osm_node_4534811302,Unnamed,51.9886991,5.9925292,Gelderland,Rheden,,Biljoen,6883 JH,,,,False,True,False,False,False,False,False,False,,,,0.5,4534811302,OpenStreetMap
osm_node_4534812091,Unnamed,51.9888516,5.9927507,Gelderland,Rheden,,Biljoen,6883 JH,,,,False,True,False,False,False,False,False,False,,,,0.5,4534812091,OpenStreetMap
osm_node_4534837693,Unnamed,51.9870114,5.992248,Gelderland,Rheden,,de Beemd,6883 DA,,,,False,True,False,False,False,False,False,False,,,,0.5,4534837693,OpenStreetMap
osm_node_4536408090,Unnamed,51.9880468,5.9804961,Gelderland,Rheden,,Churchillplein,6883 EW,,,,False,True,False,False,False,False,False,False,,,,0.55,4536408090,OpenStreetMap
osm_node_4592873396,Unnamed,52.1404467,6.0092968,Gelderland,Apeldoorn,,Hoge Bergweg,7361 GS,,,,False,True,False,False,False,False,False,False,,,,0.5,4592873396,OpenStreetMap
osm_node_4593001605,Unnamed,52.0815693,4.2642796,Zuid-Holland,Den Haag,,Sportlaan,2566 MH,,,,False,True,False,False,False,False,False,False,,,,0.5,4593001605,OpenStreetMap
osm_node_4593303589,Unnamed,51.9874386,4.2038913,Zuid-Holland,Westland,,Professor Holwerdalaan,2672 LD,,,,False,True,False,False,False,False,False,False,,,,0.5,4593303589,OpenStreetMap
osm_node_4594180296,Unnamed,52.0197627,4.1860119,Zuid-Holland,Westland,,Zwartendijk,2681 LM,,,,False,True,False,False,False,False,False,False,,,,0.5,4594180296,OpenStreetMap
osm_node_4594303190,Unnamed,52.0307896,4.1876302,Zuid-Holland,Westland,,Madeweg,2681 PK,,,,False,True,False,False,False,False,False,False,,,,0.5,4594303190,OpenStreetMap
osm_node_4594468789,Unnamed,52.0359136,4.1899424,Zuid-Holland,Westland,,Hoevelaan,2681 JL,,,,False,True,False,False,False,False,False,False,,,,0.5,4594468789,OpenStreetMap
osm_node_4595112491,Unnamed,51.9911767,4.2044595,Zuid-Holland,Westland,,Secretaris Verhoeffweg,2671 ZG,,,,False,True,False,False,False,False,False,False,,,,0.5,4595112491,OpenStreetMap
osm_node_4786939431,Unnamed,50.9826201,3.7787113,Oost-Vlaanderen,Merelbeke-Melle,,Burgemeester Van Gansberghelaan,9820,,,,False,True,False,False,False,False,False,False,,,,0.5,4786939431,OpenStreetMap
osm_node_4820509969,Marco Polostraat,51.1531276,3.7712239,Oost-Vlaanderen,Gent,,Marco Polostraat,9000,,45,,True,False,False,False,False,False,False,False,Ghent Port Company,,designated,0.8500000000000001,4820509969,OpenStreetMap
osm_node_4829369623,Unnamed,51.9029189,4.1624941,Zuid-Holland,Voorne aan Zee,,Sint Catharijnehof,3231 VK,,,,False,True,False,False,False,False,False,False,,,,0.5,4829369623,OpenStreetMap
osm_node_4829395122,Unnamed,51.902905,4.1627152,Zuid-Holland,Voorne aan Zee,,Sint Catharijnehof,3231 VK,,,,False,True,False,False,False,False,False,False,,,,0.5,4829395122,OpenStreetMap
osm_node_4829408337,Unnamed,51.902498,4.163498,Zuid-Holland,Voorne aan Zee,,Sint Catharijnehof,3231 XH,,,,False,True,False,False,False,False,False,False,,,,0.5,4829408337,OpenStreetMap
osm_node_4829411222,Unnamed,51.9051569,4.1611695,Zuid-Holland,Voorne aan Zee,Maarland Noordzijde,Maarland Noordzijde,3231 CX,,,,False,True,False,False,False,False,False,False,,,,0.5,4829411222,OpenStreetMap
osm_node_4829422731,Unnamed,51.9160206,4.1682406,Zuid-Holland,Voorne aan Zee,,Brielse Maaspad,3231 LJ,,,,False,True,False,False,False,False,False,False,,,,0.5,4829422731,OpenStreetMap
osm_node_4829437222,Unnamed,51.9043219,4.1601235,Zuid-Holland,Voorne aan Zee,,Menno van Coehoornpad,3231 XW,,,,False,True,False,False,False,False,False,False,,,,0.5,4829437222,OpenStreetMap
osm_node_4894093067,Unnamed,51.1563764,6.1823416,Nordrhein-Westfalen,Wegberg,,Roermonder Bahn,41844,,,,False,True,False,False,False,False,False,False,,,,0.55,4894093067,OpenStreetMap
osm_node_4988573225,Unnamed,52.1131319,5.9956657,Gelderland,Apeldoorn,,Groenendaalseweg,7371 EZ,,,,False,True,False,False,False,False,False,False,,,,0.5,4988573225,OpenStreetMap
osm_node_5037131222,Unnamed,52.028378,4.873169,Utrecht,Oudewater,,Spinnen,3421 JX,,,,False,True,False,False,False,False,False,False,,,,0.5,5037131222,OpenStreetMap
osm_node_5081812323,Unnamed,51.058536,4.7472498,Antwerpen,Heist-op-den-Berg,,Zonderschotsesteenweg,2220,,,,False,True,False,False,False,False,False,False,,,,0.5,5081812323,OpenStreetMap
osm_node_5174503121,Unnamed,52.2500912,5.6329871,Gelderland,Putten,Nieuwe Prinsenweg,Nieuwe Prinsenweg,3881 NB,,,,False,True,False,False,False,False,False,False,,,,0.5,5174503121,OpenStreetMap
osm_node_5203100424,Unnamed,52.0860996,5.1295432,Utrecht,Utrecht,,Maliesingel,3581 BM,,,,False,True,False,False,False,False,False,False,,,,0.5,5203100424,OpenStreetMap
osm_node_5384100721,Unnamed,51.9036835,4.1612409,Zuid-Holland,Voorne aan Zee,,Clarissenstraat,3231 XC,,,,False,True,False,False,False,False,False,False,,,,0.5,5384100721,OpenStreetMap
osm_node_5386004622,Unnamed,52.3081854,6.4175665,Overijssel,Rijssen-Holten,,Vossenweg,7451 JR,,,,False,True,False,False,False,False,False,False,,,,0.5,5386004622,OpenStreetMap
osm_node_5493373122,Unnamed,51.1307431,3.6761187,Oost-Vlaanderen,Evergem,,Weststraat,9940,,,,False,True,False,False,False,False,False,False,,,,0.5,5493373122,OpenStreetMap
osm_node_5493379121,Unnamed,51.129555,3.6767313,Oost-Vlaanderen,Evergem,,Muzenhoek,9940,,,,False,True,False,False,False,False,False,False,,,,0.5,5493379121,OpenStreetMap
osm_node_5508116523,Unnamed,52.3561069,4.656877,Noord-Holland,Haarlem,,Briandlaan,2037 XS,,,,False,True,False,False,False,False,False,False,,,,0.5,5508116523,OpenStreetMap
osm_node_5518627575,Unnamed,52.0259096,4.8704843,Utrecht,Oudewater,,Plesmanplantsoen,3421 EB,,,,False,True,False,False,False,False,False,False,,,,0.5,5518627575,OpenStreetMap
osm_node_5793613453,Unnamed,51.526289,4.832572,Noord-Brabant,Gilze en Rijen,,Valkenberg,4861 TE,,,,False,True,False,False,False,False,False,False,,,,0.5,5793613453,OpenStreetMap
osm_node_5801596955,Unnamed,52.1597511,6.4164045,Gelderland,Lochem,Nieuwstad,Nieuwstad,7241 DL,,,,False,True,False,False,False,False,False,False,,,,0.5,5801596955,OpenStreetMap
osm_node_5811976756,Unnamed,52.5085768,4.8474125,Noord-Holland,Wormerland,,Molenpad,1546 LC,,,,False,True,False,False,False,False,False,False,,,,0.5,5811976756,OpenStreetMap
osm_node_5825306254,Unnamed,52.5075265,5.0528789,Noord-Holland,Edam-Volendam,,Langemeerstraat,1135 JD,,,,False,True,False,False,False,False,False,False,,,,0.5,5825306254,OpenStreetMap
osm_node_5833966685,Unnamed,50.9398602,6.9629253,Nordrhein-Westfalen,Köln,,Frankenwerft,50667,,,,False,True,False,False,False,False,False,False,,,,0.55,5833966685,OpenStreetMap
osm_node_5858569590,Unnamed,52.1295732,5.2043885,Utrecht,De Bilt,,Spoorlaan,3721 AX,,,,False,True,False,False,False,False,False,False,,,,0.5,5858569590,OpenStreetMap
osm_node_5887450985,Unnamed,51.4527646,5.239384,Noord-Brabant,Oirschot,,Kromvensedijk,5091 SP,,,,False,True,False,False,False,False,False,False,,,,0.5,5887450985,OpenStreetMap
osm_node_5894043986,Unnamed,53.1084176,5.5876185,Fryslân,Súdwest-Fryslân,,Terp,8731 AX,,,,False,True,False,False,False,False,False,False,,,,0.5,5894043986,OpenStreetMap
osm_node_5930681581,Unnamed,51.3961205,6.160816,Limburg,Venlo,,Europaweg,5914 HE,,,,True,False,False,False,False,False,False,False,,,yes,0.55,5930681581,OpenStreetMap
osm_node_6256498986,Unnamed,51.5984117,5.5234497,Noord-Brabant,Meierijstad,,Doornhoek,5465 TG,,,,False,True,False,False,False,False,False,False,,,,0.5,6256498986,OpenStreetMap
osm_node_6421581985,Unnamed,51.3357363,6.7152631,Nordrhein-Westfalen,Duisburg,Am Hasselberg,Am Hasselberg,47259,,,,False,True,False,False,False,False,False,False,,,,0.5,6421581985,OpenStreetMap
osm_node_6515512085,Unnamed,53.0651313,6.0494972,Fryslân,Opsterland,,Beetsterweg,9212 PW,,,,False,True,False,False,False,False,False,False,,,,0.5,6515512085,OpenStreetMap
osm_node_6579652085,Unnamed,52.1796109,5.7750354,Gelderland,Barneveld,,Duinweg,3775 KH,,,,False,True,False,False,False,False,False,False,,,,0.5,6579652085,OpenStreetMap
osm_node_6699223987,Unnamed,53.0356221,5.8206793,Fryslân,De Fryske Marren,,It Rak,8467 ST,,,,False,True,False,False,False,False,False,False,,,,0.5,6699223987,OpenStreetMap
osm_node_6703448885,Unnamed,51.4970891,3.4975303,Zeeland,Veere,,Strand Zoutelande,4374 EC,,,,False,True,False,False,False,False,False,False,,,,0.5,6703448885,OpenStreetMap
osm_node_6840589389,Unnamed,51.8505576,4.679746,Zuid-Holland,Alblasserdam,Rijksweg A15,Rijksweg A15,2952 BN,,,,True,False,False,False,False,False,False,False,,,yes,0.55,6840589389,OpenStreetMap
osm_node_7352348385,Unnamed,51.8886434,4.63249,Zuid-Holland,Molenlanden,,Lekweg,2961 AA,,,,False,True,False,False,False,False,False,False,,,,0.5,7352348385,OpenStreetMap
osm_node_7352348486,Unnamed,51.8758235,4.6338878,Zuid-Holland,Alblasserdam,,West Kinderdijk,2953 XT,,,,False,True,False,False,False,False,False,False,,,,0.5,7352348486,OpenStreetMap
osm_node_7352348585,Unnamed,51.9365479,4.5043484,Zuid-Holland,Rotterdam,,Prinses Beatrixlaan,3062 CJ,,,,False,True,False,False,False,False,False,False,,,,0.5,7352348585,OpenStreetMap
osm_node_7739984985,Unnamed,50.9804271,5.9726338,Nordrhein-Westfalen,Hastenrath,,L 410,52538,,,,False,True,False,False,False,False,False,False,,,,0.5,7739984985,OpenStreetMap
osm_node_7823817893,Unnamed,52.4294769,6.068177,Gelderland,Heerde,,Kwartelweg,8191 JE,,,,True,False,False,False,False,False,False,False,,,designated,0.55,7823817893,OpenStreetMap
osm_node_8516863717,Unnamed,50.873269,4.611785,Vlaams-Brabant,Bertem,,Hoogveldbaan,3060,,,,False,True,False,False,False,False,False,False,,,,0.5,8516863717,OpenStreetMap
osm_node_8615246284,Unnamed,51.8175525,4.5241053,Zuid-Holland,Hoeksche Waard,,Zaaiviool,3274 LH,,2,,True,False,False,False,False,False,False,False,,,designated,0.7000000000000001,8615246284,OpenStreetMap
osm_node_8624960749,Ahoy P4,51.8813984,4.4884768,Zuid-Holland,Rotterdam,Ahoyweg,Ahoyweg,3084 BA,,,,True,False,False,False,False,False,False,False,Rotterdam Ahoy,,yes,0.7000000000000001,8624960749,OpenStreetMap
